Number,User,Date Submitted,Country,Device,Browser,OS,Ako ste spokojní s našimi Paušálmi Go na škále 1-5?,"Prosím, opíšte prečo. Je to pre nás veľmi dôležité."
1186,0,27/03/2020 11:04,Slovakia,desktop,Firefox 74.0,Windows 7,1,
1187,0,27/03/2020 11:04,Slovakia,desktop,Firefox 52.0,Windows XP,3,
1188,0,27/03/2020 11:12,Slovakia,desktop,Firefox 72.0,Windows 7,3,
1189,0,27/03/2020 11:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1190,0,27/03/2020 11:33,Germany,desktop,Chrome 80.0.3987,Windows 10,4,
1191,0,27/03/2020 11:38,Slovakia,phone,Chrome Mobile 71.0.3578,Android,4,
1192,0,27/03/2020 11:56,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1193,0,27/03/2020 12:28,Slovakia,phone,Chrome Mobile 80.0.3987,Android 5.1,5,
1194,0,27/03/2020 12:35,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.13.6,,
1195,0,27/03/2020 12:37,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
1196,0,27/03/2020 12:51,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,Netuším 
1197,0,27/03/2020 13:09,Slovakia,desktop,Firefox 74.0,Windows 10,3,"Za tie roky čo som Vašim zákazníkom, by som čakal aj výhodnejšie ponuky aké mi ponúkate práve v tejto chvíli. Som si vedomí toho že nie som VIP klient ale aj my, obyčajný ľudia si zaslúžime výhodné ceny a super paušál. A telefón by mal byť zadarmo! A čo sa týka môjho paušálu tak dnes by som zaň zaplatil maximálne 10 eur. Nekonečné volania do všetkých sieti a internet v mobile je v dnešnej dobe už samozrejmosťou.  "
1198,0,27/03/2020 13:14,Slovakia,phone,Samsung Internet 11.1,Android 8.0.0,1,
1199,0,27/03/2020 13:29,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1200,0,27/03/2020 13:30,Slovakia,desktop,Opera 67.0.3575,Windows 10,4,
1201,0,27/03/2020 13:34,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1202,0,27/03/2020 13:54,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1203,0,27/03/2020 13:57,Slovakia,desktop,Firefox 65.0,Windows 7,4,
1204,0,27/03/2020 14:00,Austria,desktop,Chrome 80.0.3987,Windows 7,3,
1205,8010e563,27/03/2020 14:39,Slovakia,desktop,Safari 13.0.4,Mac OS X 10.14.6,,
1206,0f366e4f,27/03/2020 14:48,Slovakia,phone,Chrome Mobile 79.0.3945,Android 5.1.1,3,
1207,b9335336,27/03/2020 14:50,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1208,33ac8dfd,27/03/2020 15:32,Slovakia,desktop,Firefox 74.0,Windows 10,,
1209,482fd78a,27/03/2020 15:46,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1210,514b4242,27/03/2020 15:55,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,4,
1211,dea93cfb,27/03/2020 15:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1212,14edceeb,27/03/2020 16:26,Slovakia,desktop,Chrome 49.0.2623,Windows Vista,5,jednoducho to skrátka funguje.
1213,a13263f7,27/03/2020 16:31,Slovakia,tablet,Mobile Safari 12.1.2,iOS 12.4.5,5,
1214,30dc3c52,27/03/2020 17:01,Slovakia,tablet,Chrome 79.0.3945,Android 5.1.1,3,Praktický bez signálu vo firme
1215,1f29a215,27/03/2020 17:36,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.15.4,1,"Velmi malo dat na tuto dobu za 30 eur, nepotrebne sluzby ako je volanie a SMS v celej EU, radsej by som mal o 10GB viac ako volania zadarmo, ktore vyuzijem raz za sto rokov."
1216,152ef1d2,27/03/2020 18:30,Slovakia,desktop,Edge 18.18363,Windows 10,3,
1217,d75f432e,27/03/2020 18:37,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,
1218,4b4d1e3f,27/03/2020 18:39,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1219,a53d3d1e,27/03/2020 19:18,Slovakia,phone,Samsung Internet 9.2,Android,3,Mozte mi zavolat spat
1220,c76b439d,27/03/2020 19:20,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
1221,3f291750,27/03/2020 19:22,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,1,Okrem dat hovory moc nevyuzivam a ako dlhorocny zakaznik som nie spokojny s ponukou.
1222,9be2af8e,27/03/2020 19:51,Slovakia,desktop,Firefox 73.0,Windows 7,3,
1223,0,27/03/2020 20:04,Slovakia,desktop,Edge 18.18362,Windows 10,3,
1224,0,27/03/2020 20:35,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1225,0,27/03/2020 20:40,Slovakia,desktop,Edge 18.18363,Windows 10,1,výhodnejšie nižšie paušaly
1226,6e56ea44,27/03/2020 21:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1227,0,27/03/2020 21:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1228,0,27/03/2020 22:25,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1229,0,27/03/2020 22:25,Slovakia,desktop,Firefox 74.0,Windows 10,,
1230,0,28/03/2020 00:44,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1231,0,28/03/2020 04:25,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1232,52ea9914,28/03/2020 05:22,Slovakia,tablet,Chrome 67.0.3396,Android 6.0,3,"Skončila mi viazanosť,potrebujem ponuku"
1233,0,28/03/2020 05:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1234,0,28/03/2020 05:29,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
1235,0,28/03/2020 05:40,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,"Neobmedzené volania do všetkých sietí
Internet "
1236,0,28/03/2020 06:16,Czechia,phone,Facebook 263.0.0,Android,1,
1237,5d3f475e,28/03/2020 06:16,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,Žiaden z nich mi plne nevyhovuje. Privítala by som možnosť vyskladať si ho po častiach.
1238,0,28/03/2020 06:17,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1239,0,28/03/2020 06:34,Slovakia,tablet,Mobile Safari 10.0,iOS 10.3.3,,
1240,0,28/03/2020 06:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1241,0,28/03/2020 06:52,Slovakia,desktop,IE 11.0,Windows 10,,
1242,0,28/03/2020 07:01,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1243,0,28/03/2020 07:13,Czechia,phone,Chrome Mobile 80.0.3987,Android,3,
1244,0,28/03/2020 07:54,Hungary,desktop,Safari 13.0.5,Mac OS X 10.15,2,Drahé a malo dát 
1245,0,28/03/2020 08:23,Slovakia,phone,Chrome Mobile 71.0.3578,Android,,
1246,0,28/03/2020 08:58,Slovakia,phone,Samsung Internet 11.1,Android 8.0.0,4,Lepšie ceny pre dôchodcov 
1247,98cc10bb,28/03/2020 09:09,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1248,0,28/03/2020 09:15,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1249,fa7bfecc,28/03/2020 09:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,Hľadám mobilný internet do mobilu najlepšie neobmedzený a nieje tu nič.. ponuky ako  2GB dát za 10€ sa mi zdajú ako zderstvo.
1250,0,28/03/2020 09:42,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,"Novým zákazníkom dávate +10gb dat, čo je diskriminačné voči ostatnym"
1251,0,28/03/2020 10:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1252,0,28/03/2020 10:41,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,5,
1253,0,28/03/2020 10:44,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,malo dat
1254,0,28/03/2020 10:50,Slovakia,desktop,Firefox 74.0,Windows 10,3,kvalita signálu
1255,b8a8cfac,28/03/2020 10:57,Slovakia,tablet,Mobile Safari 11.0,iOS 11.4.1,3,
1256,af13cd62,28/03/2020 10:58,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
1257,0,28/03/2020 11:21,Slovakia,phone,Mobile Safari 12.4,iOS 12.4,5,
1258,93437af2,28/03/2020 12:02,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,"vysoka cena
"
1259,97b1e6d8,28/03/2020 12:20,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,
1260,2df19aaf,28/03/2020 12:29,Slovakia,phone,Chrome Mobile 75.0.3770,Android 6.0,5,
1261,0,28/03/2020 12:36,Slovakia,desktop,Firefox 74.0,Windows 10,,
1262,0,28/03/2020 12:58,Slovakia,desktop,Chrome 63.0.3237,Windows 10,5,
1263,0,28/03/2020 13:24,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,nie som zákazník e
1264,0,28/03/2020 13:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,Cena za služby oproti konkurencií
1265,0,28/03/2020 13:38,Slovakia,phone,Mobile Safari 13.1,iOS 13.4,5,Mám ten pocit
1266,0,28/03/2020 13:53,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1267,0,28/03/2020 13:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1268,b4c8fb71,28/03/2020 14:47,Slovakia,desktop,Firefox 74.0,Windows 7,5,
1269,0,28/03/2020 15:14,Slovakia,desktop,Edge 18.18362,Windows 10,,
1270,3b0c270c,28/03/2020 16:03,Slovakia,tablet,Mobile Safari 10.0,iOS 10.3.2,,
1271,0,28/03/2020 16:31,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,,
1272,0,28/03/2020 17:13,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,niekedy sa neviem vrátiť k danej ponuke
1273,d3b6951b,28/03/2020 17:47,Slovakia,desktop,Chrome 49.0.2623,Windows XP,3,
1274,0,28/03/2020 17:49,Slovakia,tablet,Chrome 80.0.3987,Android 6.0.1,2,
1275,aac93f4b,28/03/2020 17:50,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1276,0,28/03/2020 18:01,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,"Nekonecne volania, SMS a  MMS"
1277,0,28/03/2020 18:12,Slovakia,desktop,Edge 18.18362,Windows 10,1,
1278,0,28/03/2020 18:22,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,
1279,0,28/03/2020 18:38,Slovakia,tablet,Mobile Safari 11.0,iOS 11.3,5,
1280,0,28/03/2020 18:44,Slovakia,phone,Mobile Safari 13.3,iOS 13.3,5,Som spokojná 
1281,0,28/03/2020 18:45,Slovakia,tablet,Mobile Safari 9.0,iOS 9.3.6,3,V zakladnej cene je na dnesnu dobu velmi malo dat.
1282,0,28/03/2020 18:48,Slovakia,desktop,Firefox 74.0,Windows 10,,
1283,51ae22fd,28/03/2020 19:23,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,"Go10 by mohol mať aspoň 150 voľných minút, keď už nie je žiadna dotácia na zariadenia. Teda dotácia akože je, ale všade inde v eshope si dokážem také isté zariadenia kúpiť ako máte v e ku paušálu Go10 lacnejšie "
1284,0,28/03/2020 19:32,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,Dlhodoby uzivatel.
1285,0,28/03/2020 19:37,Slovakia,desktop,Opera 67.0.3575,Windows 7,,
1286,50589ad3,28/03/2020 19:52,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,
1287,66d04c2e,28/03/2020 20:03,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1288,0,28/03/2020 20:09,Slovakia,tablet,Chrome 79.0.3945,Android 6.0.1,3,
1289,0,28/03/2020 20:19,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,
1290,0,28/03/2020 20:28,Slovakia,phone,Chrome Mobile 72.0.3626,Android 7.1.2,4,
1291,dfd52b4b,28/03/2020 21:04,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
1292,530aa79e,28/03/2020 21:05,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.1.2,3,
1293,0,28/03/2020 21:08,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1294,0,28/03/2020 21:34,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,5,
1295,1ddbe1a2,28/03/2020 21:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1296,0,28/03/2020 21:44,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,5,b
1297,718bc13a,28/03/2020 21:57,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.1.1,2,Zatiaľ nevyužívam žiaden paušál od vás 
1298,479bf7b4,28/03/2020 22:08,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,4,.
1299,3b76d5bc,28/03/2020 22:08,Slovakia,tablet,Chrome 80.0.3987,Android 7.0,,
1300,a2011f5a,28/03/2020 22:29,Slovakia,desktop,Edge 18.18362,Windows 10,4,
1301,f2241470,28/03/2020 23:54,Slovakia,desktop,Firefox 56.0,Windows 8,5,
1302,76e08f38,29/03/2020 06:21,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.1.0,3,
1303,0,29/03/2020 06:31,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
1304,0,29/03/2020 06:31,Slovakia,phone,Samsung Internet 11.1,Android 7.0,,
1305,05efcd40,29/03/2020 06:38,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Aktualne slabsi signal
1306,0,29/03/2020 06:50,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1307,02c337f9,29/03/2020 07:22,Slovakia,tablet,Chrome 80.0.3987,Android 7.0,,
1308,ee802b2f,29/03/2020 07:33,Slovakia,desktop,Firefox 74.0,Windows 10,4,
1309,3357edd8,29/03/2020 07:57,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,
1310,6caadc92,29/03/2020 08:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1311,48388ac5,29/03/2020 08:22,Slovakia,desktop,Edge 18.18363,Windows 10,3,Nemate zlaty stred...volania verzus data
1312,a6067e07,29/03/2020 08:32,,desktop,Opera 67.0.3575,Windows 10,5,lebo mam doma dobre pokrytie signalom
1313,4b49d52d,29/03/2020 08:37,Slovakia,desktop,Firefox 74.0,Windows 7,3,
1314,9d9f98b9,29/03/2020 08:40,Slovakia,phone,Facebook 262.0.0,Android 7.0,2,
1315,12d0e354,29/03/2020 08:53,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
1316,3add922b,29/03/2020 08:55,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
1317,0,29/03/2020 08:57,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,,
1318,55abb9f6,29/03/2020 09:00,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.14.6,2,
1319,0,29/03/2020 09:13,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1320,39de2fa7,29/03/2020 09:34,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1321,0,29/03/2020 09:34,Slovakia,desktop,Chrome 80.0.3987,Windows 8,4,
1322,0,29/03/2020 09:47,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1323,df7dee35,29/03/2020 10:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1324,7574c02b,29/03/2020 10:14,Slovakia,desktop,Chrome 80.0.3987,Windows 7,3,
1325,0,29/03/2020 10:16,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1326,0,29/03/2020 10:35,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
1327,3ee87037,29/03/2020 10:38,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,1,Ta bo sce prašivi jak muchotravka.....
1328,0,29/03/2020 10:38,Slovakia,phone,Facebook 263.0.0,Android 7.0,1,
1329,0,29/03/2020 10:46,Slovakia,desktop,Edge 18.18362,Windows 10,5,
1330,8227d7f3,29/03/2020 10:46,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
1331,0,29/03/2020 10:48,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.1.1,5,
1332,0,29/03/2020 11:07,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,Lebo ho zatiaľ nemám.
1333,0,29/03/2020 11:12,Slovakia,phone,Chrome Mobile iOS 80.0.3987,iOS 13.3,3,Skúste mi doporučiť pre mňa výhodný paušál viac menej len telefonujem
1334,0,29/03/2020 11:16,Slovakia,desktop,Safari 12.1.2,Mac OS X 10.14.6,5,
1335,0,29/03/2020 11:41,Slovakia,phone,Mobile Safari 13.3,iOS 13.3,2,"Výhodné podmienky ponúkate až keď klient požiada o zrušenie zmluvy. Som u vás od začiatku ako ste prišli na trh , tak prečo neponúkate niečo výhodnejšie pre starých klientov. Pekný deň"
1336,c502891d,29/03/2020 11:42,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
1337,d4cd0bd5,29/03/2020 11:59,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,5,
1338,0,29/03/2020 12:14,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1339,12230105,29/03/2020 12:33,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1340,9e1e13ee,29/03/2020 13:00,Slovakia,desktop,Firefox 74.0,Windows 10,2,
1341,159f0de7,29/03/2020 13:05,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,"Dobry deň.Celkovo som spokojný,mám u Vás dve čísla. Na jednom mi práve skončila viazanosť,bol to Go30 s 50%zľavou,ale bez možnosti zobrať zariadenie.Chcel by som u Vás ostať naďalej a pokračovať s paušálom Go30,viete mi poskytnúť niejaku zĺavu.Ozvali sa mi iný operatori,ktorí k paušalom ponúkaju zľavy.Ďakujem

S pozdravom Martin"
1342,0,29/03/2020 13:05,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
1343,74e02a3a,29/03/2020 13:09,Slovakia,phone,Chrome Mobile 71.0.3578,Android,2,
1344,ab950275,29/03/2020 13:13,Slovakia,desktop,Firefox 74.0,Windows 10,3,
1345,30b7c891,29/03/2020 13:17,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1346,0855726a,29/03/2020 13:17,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
1347,272bfa21,29/03/2020 13:18,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,,
1348,0,29/03/2020 13:21,Slovakia,desktop,Firefox 74.0,Windows 10,,
1349,4.76E+126,29/03/2020 13:25,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1350,be939ae9,29/03/2020 13:26,Slovakia,desktop,Firefox 74.0,Windows 8,4,
1351,0a3fd98f,29/03/2020 13:36,Slovakia,desktop,Safari 12.1.2,Mac OS X 10.12.6,,
1352,0,29/03/2020 13:41,Slovakia,desktop,Firefox 57.0,Windows 10,2,   v
1353,0,29/03/2020 13:43,Switzerland,phone,Chrome Mobile 80.0.3987,Android,5,
1354,0,29/03/2020 13:45,Slovakia,phone,Samsung Internet 11.1,Android 8.0.0,5,
1355,e459b2b6,29/03/2020 13:52,Switzerland,desktop,Chrome 80.0.3987,Windows 7,3,"platim vela,chcem prejst na iný paušál"
1356,27bd2b81,29/03/2020 14:02,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1357,d314ee3f,29/03/2020 14:10,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,nik a neoslovil s lepsou ponukou
1358,0,29/03/2020 14:27,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,2,"Vysoká cena pri tom sú pre mna SMS a MMS nevyužiteľne kedze cez iPhone my MMS vo vašej sieti nefungujú , využívam iba volania a internet v mobile ... prehodnocujem paušál "
1359,0,29/03/2020 14:44,Slovakia,desktop,Firefox 74.0,Windows 7,,
1360,0,29/03/2020 14:51,Slovakia,phone,Samsung Internet 10.2,Android,4,Zatial ste mi vyhoveli
1361,112a09f4,29/03/2020 14:55,Slovakia,phone,Chrome Mobile 70.0.3538,Android 7.0,2,"Pokrytie signalom v mieste mojej prace, malo dat v porovnani s konkurenciou"
1362,141595bd,29/03/2020 14:58,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1363,cabe0d81,29/03/2020 15:00,Slovakia,desktop,Firefox 74.0,Windows 10,3,lebo nemam dalšie starosti
1364,0,29/03/2020 15:08,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,pomer cena/data
1365,0,29/03/2020 15:16,Slovakia,desktop,Maxthon 5.3.8,Windows 8.1,,
1366,0,29/03/2020 15:22,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,4,
1367,60319b62,29/03/2020 15:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1368,7aecaefa,29/03/2020 16:19,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,
1369,ef8a55c3,29/03/2020 16:24,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,1,
1370,89b6b8a3,29/03/2020 16:56,Slovakia,desktop,Firefox 71.0,Windows 10,,
1371,0,29/03/2020 17:33,Slovakia,phone,Facebook 263.0.0,Android,3,Iní operátori majú lacnejšie
1372,0,29/03/2020 17:43,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,veľké splátky
1373,239d0db2,29/03/2020 17:45,Slovakia,tablet,Opera 57.1.2830,Android 8.0.0,3,
1374,0,29/03/2020 18:04,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,V porovnaní s konkurenciou je paušál drahý a obsahuje veľmi málo dát. Dáta sú veľký problém. 
1375,0,29/03/2020 18:13,Slovakia,desktop,Firefox 74.0,Windows 10,3,mohla by byť nižšia cena
1376,a5e0caf8,29/03/2020 18:26,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
1377,0,29/03/2020 18:35,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
1378,0,29/03/2020 18:39,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
1379,c4b6da4f,29/03/2020 18:53,Slovakia,tablet,Chrome 80.0.3987,Android 8.0.0,4,
1380,0,29/03/2020 19:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1381,f8936aa5,29/03/2020 19:26,Slovakia,desktop,Firefox 74.0,Windows 7,3,málo internetu
1382,97d8480b,29/03/2020 19:42,Slovakia,desktop,Edge 18.18362,Windows 10,4,NA
1383,dd499212,29/03/2020 19:54,Slovakia,phone,Samsung Internet 11.1,Android 5.1.1,,
1384,dbcbe353,29/03/2020 20:03,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,3,
1385,0,29/03/2020 20:11,Slovakia,phone,Mobile Safari 12.1.2,iOS 12.4.3,,
1386,bf2934d8,29/03/2020 20:23,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,
1387,08a37863,29/03/2020 20:50,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,2,"Platim za pausal 40€. Iny operatori ponukaju rovnake sluzby za polovicne ceny. Preto nie som spokojny. Kedze som stalim zakaznikom tak som nechcel zmenu. No teraz velmi premyslam ze v septembri ked mi konci viazanost, tak prejdem k inemu operatorovi. S tv od vas som spokojny, v tom ostanem verny. Ale co sa tyka pausalu, tak je to nehorazne tie ceny. Vela mojich znamych odislo id vas k inemu operatori kde im dali min. o polovicu mensie ceny za rovnake sluzby a pausal. Kedze viem ze moja sprava nijako neovplyvni nic, tak som sa ju aj tak rozhodol napisat. Dakujem"
1388,19ef3bb7,29/03/2020 20:53,Slovakia,desktop,Firefox 74.0,Windows 7,3,
1389,0,29/03/2020 21:00,Slovakia,desktop,Edge 18.18363,Windows 10,,
1390,0,29/03/2020 21:00,Slovakia,phone,Mobile Safari 13.0.1,iOS 13.1.2,,
1391,0,29/03/2020 21:11,Slovakia,phone,Chrome Mobile 79.0.3945,Android 8.0.0,3,
1392,970bc69d,29/03/2020 21:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1393,555ac482,29/03/2020 21:44,Slovakia,desktop,Firefox 74.0,Windows 10,4,
1394,0,29/03/2020 23:48,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
1395,0,30/03/2020 02:28,Slovakia,tablet,Mobile Safari UI/WKWebView 13.4,iOS 13.4,2,Je to veľmi drahé oproti e ePoland
1396,8dd596f9,30/03/2020 04:41,Slovakia,phone,Chrome Mobile 78.0.3904,Android 8.0.0,2,Dobry signal vsade
1397,3c392703,30/03/2020 06:22,Slovakia,desktop,Firefox 52.0,Windows Vista,3,"na kolko som zakaznik od roku 2006 mam cenu pausalu ako keby som sa dnes k Vam pridal
"
1398,40e4aaea,30/03/2020 07:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1399,d1120bb4,30/03/2020 07:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1400,0,30/03/2020 07:37,Slovakia,desktop,IE 11.0,Windows 7,1,malo dat za taku cenu 
1401,0,30/03/2020 07:54,Slovakia,phone,Mobile Safari 13.3,iOS 13.3,,
1402,0,30/03/2020 08:00,Slovakia,tablet,Chrome 80.0.3987,Android 8.1.0,,
1403,0,30/03/2020 08:02,Slovakia,desktop,Firefox 74.0,Windows 10,3,
1404,0,30/03/2020 08:03,Slovakia,desktop,Firefox 74.0,Windows 7,5,Najlepší aj najvhodnejší spôsob komunikácie s ľudmi.
1405,0,30/03/2020 08:04,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1406,bfdd36f1,30/03/2020 08:07,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
1407,b0b757cd,30/03/2020 08:12,Germany,desktop,Chrome 80.0.3987,Windows 7,,
1408,0,30/03/2020 08:23,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1409,0,30/03/2020 08:24,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,Kvôli cene..v  sú lacnejšie a preto zvažujem prejst k nim...
1410,0,30/03/2020 08:24,Slovakia,desktop,Opera 67.0.3575,Windows 10,5,
1411,0,30/03/2020 08:31,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,
1412,0,30/03/2020 08:33,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1413,0,30/03/2020 08:35,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
1414,0,30/03/2020 08:36,Slovakia,desktop,Firefox 52.0,Windows XP,,
1415,0,30/03/2020 08:38,Slovakia,phone,Facebook 263.0.0,Android,1,Ste drahy.
1416,0,30/03/2020 08:42,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,Všetko čo potrebujem možem využívať bez toho aby som aby som zbytočne platila pre mna je to praktické a hlavne výhodné.
1417,0,30/03/2020 08:44,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1418,0,30/03/2020 08:54,Slovakia,desktop,Firefox 74.0,Windows 7,,
1419,0,30/03/2020 09:11,Slovakia,desktop,Chrome 79.0.3945,Windows 10,,
1420,0,30/03/2020 09:19,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1421,0,30/03/2020 09:21,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,k
1422,0,30/03/2020 09:33,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
1423,0,30/03/2020 09:45,Czechia,phone,Chrome Mobile 80.0.3987,Android,4,
1424,0,30/03/2020 09:46,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
1425,0,30/03/2020 09:52,Slovakia,desktop,Chrome 49.0.2623,Windows XP,,
1426,f7e44ec3,30/03/2020 09:52,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,služby ok
